userId_movieId,rating
287_3128,0.8
299_5971,0.9
296_64034,0.9
127_8641,0.9
31_783,0.8
285_2000,1.0
343_3745,0.8
479_45447,0.5
74_53447,0.9
35_3258,0.4
305_26838,0.7
498_296,1.0
419_1077,0.8
415_589,0.8
329_1249,0.8
338_220,0.8
604_540,0.6
224_116797,0.8
4_34405,0.8
531_2289,0.8
84_17,1.0
307_2949,0.8
579_3033,0.5
522_1047,0.8
370_1246,0.4
393_1259,0.7
624_1265,1.0
641_3599,0.8
34_30810,1.0
314_1196,0.7
442_2470,0.8
305_272,0.8
476_1304,0.8
343_10,0.6
314_296,0.8
307_3082,0.8
54_919,1.0
329_2120,0.6
604_342,0.6
161_2944,0.5
401_1573,0.2
469_6602,0.7
663_30707,0.8
585_39398,0.6
380_1276,0.8
249_316,0.8
389_552,0.6
569_18,0.6
382_2683,0.3
131_597,0.4
313_2194,0.8
439_4007,1.0
393_3617,0.6
308_8528,0.7
98_1370,0.5
320_1617,0.8
95_778,1.0
589_2542,1.0
74_175,0.8
419_16,0.8
522_44022,0.9
307_2422,0.2
361_112852,1.0
204_2642,0.4
535_5954,0.8
329_3198,0.8
419_3655,0.8
419_6502,0.7
663_2109,0.6
171_4848,0.9
641_3,0.4
482_1297,0.4
550_1370,0.4
469_1257,0.8
660_1287,0.8
445_2243,0.8
469_1479,0.5
647_1194,1.0
172_4217,0.8
382_2706,0.6
430_7256,0.9
539_84601,1.0
217_4321,0.8
421_2890,0.8
81_45732,0.2
476_48,1.0
456_1219,1.0
230_3178,0.8
19_1219,1.0
370_53123,0.8
196_3157,0.7
528_913,0.8
215_19,0.7
100_1792,0.8
630_1569,0.8
221_122900,1.0
579_91500,0.8
74_3262,0.7
195_3365,0.5
655_27338,0.6
59_34405,0.6
308_3409,0.7
247_8873,0.8
471_410,0.6
46_27773,0.9
543_505,0.6
245_188,0.8
446_8810,0.8
307_2739,1.0
469_4846,0.8
142_913,1.0
379_34164,0.9
295_361,0.6
305_71579,0.7
267_2496,0.4
596_912,1.0
429_8981,0.8
638_106920,1.0
39_1513,1.0
320_1449,0.9
634_1270,0.9
18_172,0.6
534_2000,0.4
262_1333,0.8
287_5662,0.8
446_3498,0.8
48_8117,0.8
638_2804,0.8
469_26480,0.6
208_1889,0.4
199_1223,1.0
449_4963,0.6
515_1,0.8
430_70533,0.8
35_1270,0.8
185_4993,1.0
542_3968,0.3
585_50685,0.7
645_3361,0.8
172_6828,0.8
641_1246,0.6
319_3821,0.1
496_317,0.6
98_2078,0.6
419_2717,0.4
549_103772,0.6
63_150,0.9
535_47640,0.5
278_780,0.8
454_33794,0.8
10_2997,0.8
477_3300,0.6
359_2289,0.6
305_8583,0.5
475_7132,0.7
241_71530,0.6
96_3949,0.8
624_923,1.0
56_608,0.9
542_6863,0.6
432_260,0.9
585_69436,0.3
573_67255,0.1
215_97923,0.6
153_47,0.6
485_1580,0.8
350_277,0.8
495_1242,0.8
107_112,0.6
98_6157,0.6
408_1199,0.7
29_37741,0.8
215_101531,0.4
287_159858,0.8
634_99114,0.8
424_6711,1.0
296_5816,0.7
307_49,1.0
226_6308,0.5
405_32,0.8
445_5349,0.5
445_3809,0.8
403_1645,0.8
87_4718,0.6
603_48516,0.7
78_6296,0.7
545_5989,0.9
497_637,0.4
466_2805,0.8
513_348,0.6
316_48,0.6
540_339,0.6
307_1516,1.0
99_8636,0.9
4_4025,0.5
81_1265,0.9
92_434,0.8
535_858,1.0
445_3263,0.6
221_1527,0.6
488_480,1.0
53_3033,1.0
633_3363,0.7
340_4306,1.0
476_2762,1.0
427_1197,1.0
313_4769,0.8
534_246,1.0
194_2762,0.9
447_1196,1.0
430_5669,0.8
329_3943,1.0
573_86347,1.0
542_368,0.2
241_6283,0.8
4_778,0.7
243_55732,0.4
550_1544,0.4
49_3,0.6
472_2174,0.8
35_493,0.8
226_8460,0.7
256_2300,0.8
634_68319,0.7
287_3253,0.6
42_1831,1.0
359_2996,0.8
226_2041,0.6
309_4223,0.6
387_475,0.8
619_3033,1.0
472_4844,0.9
20_1284,1.0
120_322,0.8
638_32587,0.8
382_4357,1.0
362_1064,0.6
35_2259,0.4
485_3863,0.7
124_8914,0.9
98_2232,1.0
307_1625,0.8
305_45720,0.6
448_69526,1.0
50_55442,0.6
660_1022,0.8
195_6796,0.7
445_5693,0.8
638_101,0.8
247_3301,0.6
542_2541,0.4
48_4902,0.7
222_246,0.5
539_74282,0.9
530_34405,0.5
397_1942,1.0
469_76060,0.4
305_6539,0.6
535_97921,0.8
307_2719,0.6
199_610,0.4
158_4995,0.8
450_362,0.6
507_4963,0.9
273_94677,0.5
512_322,0.6
279_42738,0.5
56_47491,0.4
436_2571,1.0
288_1198,1.0
199_517,0.6
408_6440,1.0
658_87520,0.5
344_2774,0.8
156_3566,0.8
662_2706,0.6
394_2762,1.0
305_3546,1.0
200_48780,1.0
392_1103,0.9
204_1198,1.0
55_91500,1.0
45_1371,0.5
74_4658,0.9
99_4085,0.9
638_6874,0.8
41_2694,0.2
59_2273,0.8
307_410,1.0
35_1042,0.8
614_107412,1.0
85_3452,1.0
451_4914,0.7
264_300,0.8
232_47,0.9
73_8373,0.7
20_1193,1.0
649_2791,0.8
165_1073,1.0
469_2076,0.8
537_4973,1.0
549_4643,0.8
442_2790,0.6
400_4975,0.9
419_1234,1.0
558_1291,0.9
442_2490,1.0
637_4027,0.6
181_3114,0.2
442_2136,0.6
51_1032,0.4
340_4034,0.6
419_3253,0.6
224_8972,0.7
535_88163,0.7
469_2078,1.0
542_832,0.3
307_705,0.4
582_55280,0.6
359_2803,0.2
641_911,1.0
307_3684,0.8
208_225,0.6
335_1348,0.2
655_4321,0.5
427_2521,0.4
539_13,0.9
253_3949,0.9
179_2318,0.8
307_2089,0.8
521_62,1.0
540_15,0.6
117_62434,0.6
536_919,0.8
98_2087,0.6
534_1250,0.8
340_239,0.6
535_75816,0.4
408_2571,0.8
392_7153,1.0
359_3357,1.0
585_54736,0.7
244_1947,1.0
98_5502,0.9
589_2011,0.8
293_1191,0.6
84_316,0.7
644_5107,1.0
652_109183,0.8
621_48696,0.8
606_344,0.2
127_34072,0.8
469_76251,0.9
578_321,0.6
134_7160,0.9
475_25891,0.6
359_3430,0.2
545_111443,0.7
585_2009,0.8
316_52,0.8
602_1,0.8
22_1885,1.0
307_2692,1.0
230_1302,0.6
274_110,0.8
273_91542,0.6
132_7099,0.9
80_4873,0.9
312_2875,1.0
549_1407,0.7
422_300,0.3
626_3567,0.4
589_32,0.6
495_2762,0.4
99_4128,0.7
287_724,0.4
594_1320,0.6
54_3424,1.0
99_1261,0.9
94_4447,0.1
585_31221,0.6
359_538,0.6
354_1513,0.3
179_4649,0.2
531_7482,0.8
287_161155,0.1
545_62155,0.6
295_11,0.8
46_63082,0.9
156_1184,0.8
156_1639,0.8
444_46578,1.0
158_2100,0.4
660_1233,1.0
17_1,0.6
635_852,0.6
113_1784,0.4
542_5879,0.4
308_56152,0.9
484_924,0.6
469_7458,0.4
113_2096,0.6
574_1777,0.5
634_1690,0.5
305_6064,0.7
113_780,0.8
585_86320,0.6
168_11,0.8
226_4351,0.7
582_290,0.6
663_3552,0.9
535_79702,0.6
429_914,0.6
531_45722,0.4
393_2858,1.0
307_2539,0.8
531_1079,0.7
558_6213,0.8
449_3751,0.8
445_1395,0.7
76_92507,0.6
179_830,0.6
439_592,0.6
54_2570,1.0
430_52287,0.6
393_3686,0.8
533_10,0.6
383_3341,0.2
427_1009,0.6
580_2054,0.2
658_2959,0.9
479_260,0.2
507_2688,0.8
451_1982,0.6
458_49530,0.7
305_118898,0.8
144_1591,0.6
307_320,0.6
599_1610,0.7
334_5010,0.5
168_1020,0.6
204_516,0.6
549_4310,0.5
469_80463,0.9
430_110553,0.6
627_805,0.4
64_1080,0.8
543_44,0.6
535_43558,0.4
291_1610,0.6
305_134853,0.8
290_6503,0.4
305_3359,0.8
34_44199,0.9
307_3760,1.0
307_3677,0.6
457_8622,0.8
325_53953,0.8
269_1198,0.7
238_1276,0.1
279_1580,0.2
622_4638,0.5
432_6664,0.6
226_1297,0.3
419_3255,1.0
222_77658,0.6
522_43836,0.7
54_2126,0.8
88_2019,1.0
195_7004,0.4
21_590,0.6
449_1917,0.7
662_357,0.5
430_103299,0.7
96_3462,0.8
430_2987,0.7
535_3268,0.2
279_6283,0.5
621_31956,0.5
226_474,0.6
631_2690,0.8
406_3977,0.6
307_1914,0.8
600_608,0.8
539_91542,1.0
35_3035,0.8
451_94864,0.3
663_1171,0.6
244_2054,0.6
313_4117,0.8
456_50,0.9
185_1240,0.5
281_4995,0.7
400_3697,0.5
269_832,1.0
359_2565,0.6
287_1060,0.8
199_908,1.0
69_306,0.8
329_588,0.8
367_2700,0.8
442_1265,0.8
124_88125,0.8
85_2533,0.6
246_6,0.6
583_1196,1.0
590_2949,0.8
545_46965,0.4
475_2987,0.6
534_1348,0.8
419_2290,0.6
273_59387,0.9
507_3717,0.8
305_2247,0.8
287_41997,0.5
432_2657,0.2
179_196,0.6
597_575,1.0
84_434,0.7
585_53972,0.8
85_1376,0.6
191_4896,0.7
665_1721,0.8
32_1240,1.0
201_2,1.0
395_1237,1.0
99_4865,0.6
593_3052,0.7
473_6711,1.0
448_55995,0.5
401_586,0.3
401_339,0.5
302_1923,1.0
545_118696,0.4
316_8,0.2
48_6377,0.7
198_370,0.6
216_1081,0.8
429_8360,0.9
282_4896,0.8
247_49957,0.9
307_3106,0.8
427_905,0.8
41_2398,0.7
10_3802,0.4
545_63876,0.6
528_1200,0.8
594_1254,1.0
419_3578,0.8
442_1584,1.0
222_2628,0.8
201_185,0.8
167_260,0.6
573_41997,0.8
589_457,0.9
313_32632,0.8
84_1266,0.8
535_112138,0.8
11_1079,0.7
512_1344,0.8
469_5736,0.5
550_151,0.6
18_21,0.2
622_3300,0.6
377_1917,0.6
660_102,0.4
0_919,0.6
535_3705,0.4
86_2804,0.9
199_198,0.6
141_434,0.5
432_588,0.8
668_1704,0.8
296_81156,0.6
430_1997,0.7
308_89864,0.4
76_5679,0.3
496_22,0.6
634_80463,0.8
647_2795,0.8
545_3564,0.1
76_58299,0.5
48_1127,0.7
585_96110,0.6
8_903,0.8
122_110,0.3
534_529,0.8
647_2096,1.0
99_413,0.3
37_4975,0.9
655_1967,0.6
244_1917,0.2
41_8665,0.6
285_2268,0.8
208_724,0.6
305_1230,1.0
297_2431,1.0
534_2124,0.8
139_788,1.0
431_3107,0.8
294_163,1.0
535_102278,0.4
245_1372,0.6
354_260,0.8
140_665,1.0
379_31878,0.9
403_3081,1.0
574_44191,0.8
3_8970,0.6
416_1204,1.0
622_1923,0.9
626_2927,0.8
658_2028,1.0
604_2795,0.6
8_5147,0.8
172_599,0.7
122_4007,1.0
305_55757,0.5
247_30707,0.6
35_3614,0.6
580_3175,0.6
76_5064,0.8
287_592,0.8
432_1610,0.5
244_2118,0.4
296_4235,1.0
55_8961,0.9
112_32587,0.8
90_2384,0.8
172_2927,1.0
549_64997,0.5
140_832,0.4
7_356,0.8
287_3999,0.6
81_4489,0.5
595_115617,0.8
442_4564,0.8
92_1673,0.4
604_224,0.8
307_2699,1.0
185_47,0.7
535_109576,0.3
552_1198,0.8
281_4027,0.7
395_8370,0.9
338_611,1.0
448_231,0.6
298_165,0.8
601_4040,0.5
131_231,0.6
211_538,0.8
504_1206,0.8
54_953,1.0
515_32,0.6
319_2321,0.8
469_66934,0.8
359_448,0.8
435_7160,0.9
531_26005,0.7
542_78209,0.5
183_1097,0.6
522_46865,0.5
419_5447,0.6
227_256,0.6
419_5060,1.0
217_3397,0.6
617_1959,0.8
457_1252,1.0
296_4993,0.9
90_3258,0.7
313_1405,0.6
232_4776,0.5
98_3774,0.7
247_520,0.8
354_2396,0.7
534_1217,1.0
226_951,0.4
568_350,0.6
84_2571,0.9
106_135861,0.8
542_3247,0.4
548_1073,0.9
63_1210,1.0
112_3871,0.8
195_7038,0.8
258_4226,1.0
98_4532,0.5
442_1334,0.8
408_357,0.8
549_79702,0.8
419_2710,0.2
535_2520,0.6
41_6787,0.7
462_36529,0.8
170_2642,0.2
333_116797,1.0
609_3450,0.8
445_4557,0.6
274_17,0.8
127_2628,0.8
419_5308,0.6
220_252,0.2
639_141,0.6
469_55577,0.6
253_70,0.6
122_50658,1.0
247_6157,0.4
641_1639,0.4
645_4226,0.9
92_1892,0.6
464_68319,0.8
170_44195,1.0
531_2023,0.7
549_33085,0.6
76_50802,0.5
479_37729,0.7
41_2747,0.8
328_592,1.0
593_3527,0.7
542_1060,0.8
185_356,0.9
74_4282,0.8
445_785,0.8
170_78321,0.2
582_318,1.0
494_7925,0.5
442_3082,0.6
111_225,0.6
237_2420,0.8
307_2016,0.6
464_2788,1.0
638_2716,0.4
41_898,0.7
87_1035,0.6
400_4720,0.5
621_2997,1.0
464_4069,0.7
407_138036,0.8
467_288,0.6
41_2210,0.8
195_7323,0.8
419_19,0.2
314_106489,0.8
442_1805,0.8
76_4756,0.5
360_1284,0.8
638_88810,0.4
469_3363,0.8
604_2750,0.6
287_1250,0.8
403_2581,0.8
555_60069,0.8
542_2395,0.6
572_6537,0.6
334_784,0.4
217_4975,0.6
307_3028,0.8
442_1390,0.6
380_1046,0.4
663_1953,0.6
451_68237,0.5
391_2605,0.8
359_1361,0.8
525_193,0.3
122_6502,1.0
34_31658,0.7
28_2355,0.8
96_4886,0.1
244_1128,0.4
76_74789,0.7
273_94466,1.0
655_1291,0.9
42_79132,0.9
534_1704,0.4
475_918,0.6
413_1249,0.6
621_105,0.8
310_616,0.5
652_84414,1.0
217_2005,1.0
647_1994,1.0
589_50445,0.7
439_628,0.8
18_1330,0.8
156_151,0.6
141_6539,0.8
663_28,0.8
558_4664,0.9
19_3467,0.6
469_161594,0.6
247_2125,0.8
226_910,0.6
468_1136,0.8
76_51925,0.4
74_4518,0.9
421_318,0.8
507_3897,0.8
663_999,0.6
418_2353,0.7
276_1388,0.7
232_7147,0.8
469_1252,0.8
76_2291,0.5
359_3088,0.8
663_235,1.0
462_1831,0.6
539_1265,0.9
534_3680,0.8
282_7022,1.0
356_203,0.6
340_1388,0.6
558_1246,0.9
188_1213,0.7
14_5618,1.0
535_2014,0.4
247_70286,0.8
442_5464,1.0
255_1608,0.8
522_19,0.8
99_1089,0.9
41_8257,0.6
4_6377,0.9
54_50,1.0
569_745,1.0
122_50740,1.0
217_3624,0.8
203_3083,0.8
549_3969,0.7
422_1197,1.0
445_509,0.8
434_1246,0.6
660_2362,0.2
469_106918,0.7
305_1226,0.5
522_106489,0.9
534_2268,0.8
534_1997,1.0
76_36519,0.5
634_6,0.9
445_1183,0.8
247_7149,0.6
486_1527,1.0
385_1405,0.6
663_1885,0.8
358_2671,0.8
557_153,0.6
588_2122,0.4
390_1962,0.6
535_5636,0.6
307_851,0.6
558_277,0.8
370_69406,0.4
35_1395,0.8
469_95147,0.7
622_1092,0.6
469_590,0.9
87_216,1.0
48_71135,0.8
445_2427,0.6
383_334,0.2
209_3740,0.4
649_589,0.8
571_1240,0.8
382_5255,0.6
56_6333,0.8
469_1485,0.7
593_2302,0.7
401_2762,0.8
163_2107,0.4
391_32,1.0
41_1295,0.6
72_4571,1.0
0_2716,0.6
422_5504,0.5
313_5572,0.6
440_1032,0.6
545_56176,0.1
195_2739,0.8
477_4310,0.6
427_1307,0.4
340_1030,0.8
422_4002,0.7
307_3851,1.0
11_2136,0.8
203_3481,0.8
475_3089,0.6
208_4448,0.8
273_115149,0.7
535_48322,0.8
360_7068,0.6
294_21,1.0
29_2542,1.0
507_1183,0.5
442_2078,0.6
295_2,0.8
645_4878,0.8
127_3114,0.8
542_8950,0.7
356_193,0.6
78_1566,0.4
287_96488,0.7
442_2702,0.4
51_3984,1.0
41_3755,0.4
105_34162,0.6
124_89745,1.0
534_2915,0.8
135_6711,0.7
247_2541,0.7
545_80463,0.7
247_79132,1.0
542_3439,0.3
595_1376,0.6
588_4526,0.7
41_7419,0.7
424_1259,1.0
442_2797,1.0
305_2572,0.4
248_5380,0.8
104_3883,0.1
329_2921,0.6
393_1617,0.8
322_548,0.8
248_3406,0.9
305_143385,0.7
535_4812,0.6
11_4402,0.4
589_4896,1.0
55_116660,0.8
287_84152,0.6
180_2959,0.8
8_4422,0.9
566_235,0.8
225_48394,0.7
215_466,0.7
344_653,0.8
545_5218,0.4
668_95510,0.7
610_1909,0.6
18_1954,0.8
444_2361,0.8
395_946,1.0
41_246,0.7
183_1944,0.6
393_931,0.8
112_3147,0.8
360_1206,0.6
427_708,0.4
99_1972,0.2
534_910,0.8
425_548,0.6
230_3386,1.0
319_2302,0.9
385_3100,1.0
630_1704,0.6
18_2581,1.0
419_4370,0.8
41_37785,0.6
241_2761,0.7
476_1380,0.4
549_5954,0.6
585_1748,0.8
329_2728,1.0
251_6628,0.6
472_1653,0.8
156_3949,0.9
50_103279,0.6
451_4865,0.4
539_5418,1.0
571_296,0.6
65_5991,0.8
549_4262,0.9
464_4993,0.8
130_1713,0.6
247_2858,0.8
442_5548,0.8
3_42004,0.8
83_3210,0.8
123_2858,0.8
41_2053,0.3
287_121171,0.6
325_56949,0.7
172_8779,0.8
430_7099,0.8
279_6870,0.4
41_4467,0.6
550_3505,0.8
408_2797,0.9
183_2315,0.2
313_3067,0.8
122_2107,0.6
9_616,0.4
70_110,1.0
588_7649,0.8
451_2115,0.6
649_2194,0.8
92_852,0.8
655_2012,0.9
495_592,0.5
427_2471,0.4
253_2550,0.9
535_8641,0.8
469_26684,0.7
359_31522,0.8
195_7161,0.4
305_6856,0.8
652_140753,0.8
451_597,0.4
148_26326,1.0
399_913,0.8
21_1834,1.0
405_1690,0.6
262_2124,0.6
399_4022,0.7
410_733,0.6
359_3704,0.6
340_1821,0.6
472_355,0.3
179_1527,0.6
583_457,1.0
231_355,0.4
531_39292,0.8
543_1036,0.8
215_34162,0.8
305_61357,0.9
582_410,0.8
655_6365,0.9
340_3987,0.6
604_2700,0.6
117_7460,0.7
27_1210,0.8
56_434,0.3
267_588,0.6
432_3441,0.6
403_480,0.8
400_4011,0.9
201_457,0.8
11_34072,0.8
533_432,0.4
176_40,0.6
593_788,0.5
183_2872,0.8
172_2612,0.8
469_60126,0.4
419_4995,0.8
485_3703,0.8
444_6774,0.8
543_1394,0.8
658_786,0.6
185_4254,0.7
663_3629,0.8
287_119141,0.4
451_2459,0.7
393_1644,0.5
76_2140,0.5
305_106696,0.8
267_589,0.6
442_4280,0.8
397_1259,0.8
393_7022,0.8
287_98122,0.1
550_592,0.8
249_480,1.0
531_5507,0.1
543_1242,0.8
393_8464,0.8
46_111,1.0
539_1246,0.9
81_185,0.4
336_1255,1.0
247_2539,0.6
127_765,0.6
569_1517,1.0
396_1670,0.8
545_8644,0.4
132_60069,0.6
535_663,0.6
521_6,0.6
485_3937,0.6
547_2174,0.8
535_60487,0.6
134_4973,0.9
183_1278,1.0
168_2643,0.4
313_2966,0.6
535_109853,0.4
117_1784,0.8
586_8014,0.4
506_1663,0.8
41_2908,0.7
444_2730,0.9
382_3360,0.8
232_1291,0.8
638_1197,0.8
307_3005,0.8
457_216,0.2
531_653,0.4
469_5991,0.3
163_3752,0.4
573_89804,0.6
62_300,0.6
54_3361,1.0
307_2353,0.8
208_145,0.8
501_367,0.9
593_367,0.6
120_1408,1.0
655_2115,0.8
649_1196,0.8
179_4722,0.8
214_542,0.1
149_5952,0.6
127_318,0.9
92_3255,0.6
550_2505,0.4
662_2340,0.7
305_3826,0.1
640_4901,0.7
287_866,0.8
647_112,1.0
604_1476,0.8
76_60397,0.3
172_296,0.7
239_105504,0.8
76_58998,0.2
641_3146,0.2
487_78499,1.0
353_1210,0.8
11_2394,0.9
642_95,0.6
581_356,1.0
570_356,0.6
40_266,0.9
120_41566,0.6
207_788,0.6
419_3436,0.4
76_75985,0.4
589_51084,0.9
590_5630,0.9
83_2529,0.9
174_1,0.8
117_2791,0.8
54_924,1.0
99_2105,0.5
622_8798,0.5
531_1690,0.7
83_1961,1.0
622_8799,0.5
408_5791,1.0
302_2174,0.6
387_640,0.6
638_114635,0.8
230_1097,1.0
604_1307,1.0
396_1204,1.0
580_2881,0.6
50_6218,0.1
99_4238,0.3
47_4993,0.8
630_3148,0.6
636_4963,0.9
378_2997,0.8
199_1196,0.6
539_3256,0.8
656_2598,0.2
597_4018,0.8
445_1101,0.6
215_1222,0.8
645_48385,0.6
580_3702,0.6
226_904,0.6
557_761,0.8
194_1954,0.8
307_567,1.0
137_2105,0.2
334_2712,1.0
11_3997,0.7
349_344,0.8
41_1729,0.6
340_158,0.8
233_1918,0.2
81_5349,0.8
341_20,1.0
585_5505,0.7
593_5816,0.9
285_1203,1.0
543_484,0.6
96_30749,0.7
496_288,0.8
595_89745,0.9
444_79702,0.9
652_3466,0.9
235_1179,0.7
540_457,1.0
99_2389,0.1
382_1198,0.9
296_1682,0.9
401_1246,0.5
670_116797,0.8
393_5785,0.6
282_1676,0.8
340_3994,0.8
361_260,0.9
359_34552,0.8
11_2717,0.8
76_653,0.8
442_3006,1.0
660_1210,0.8
232_5349,1.0
125_1393,1.0
642_150,0.6
51_3916,0.8
4_48774,0.9
604_3274,0.8
312_351,0.8
210_1028,0.8
188_2542,1.0
456_1214,0.8
358_7143,0.8
293_2081,1.0
432_8665,0.6
247_5218,0.8
382_4844,0.6
111_253,0.6
179_3868,0.8
591_339,0.6
296_5669,0.8
663_3177,0.6
224_34150,0.7
279_745,0.5
